Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol
2023-11-24 00:00:00-05:00,329.7182139488294,331.1488107447449,328.58933470672866,330.058837890625,460100,0.0,0.0,GS
2023-11-27 00:00:00-05:00,330.0978090990476,330.9055473788155,326.74027655767287,328.657470703125,1250500,0.0,0.0,GS
2023-11-28 00:00:00-05:00,328.33633877412285,329.32898639251147,325.893611271588,328.5990905761719,1419000,0.0,0.0,GS
2023-11-29 00:00:00-05:00,330.659570981664,337.06671221274144,330.1787995849766,333.8582458496094,2038100,2.75,0.0,GS
2023-11-30 00:00:00-05:00,335.2515166846906,338.2735853539694,333.6914350433089,335.1141662597656,1903600,0.0,0.0,GS
2023-12-01 00:00:00-05:00,335.03567639009253,342.3259092386713,334.01526477367685,341.8745422363281,3622800,0.0,0.0,GS
2023-12-04 00:00:00-05:00,339.784607535996,343.8957781548619,338.7936303066746,342.8164978027344,2178100,0.0,0.0,GS
2023-12-05 00:00:00-05:00,340.0790086447615,340.30466221788004,334.13302501572275,335.32025146484375,2429700,0.0,0.0,GS
2023-12-06 00:00:00-05:00,337.047136779875,340.4714655692701,335.1730683473648,335.5361022949219,1869300,0.0,0.0,GS
2023-12-07 00:00:00-05:00,337.2433478375092,338.2049206580946,335.56552857877097,338.13623046875,2162400,0.0,0.0,GS
2023-12-08 00:00:00-05:00,337.83205005548024,345.66192281576133,337.3120228259302,344.2293701171875,2238800,0.0,0.0,GS
2023-12-11 00:00:00-05:00,344.82792011392144,346.38800185298015,342.4828718139633,345.14190673828125,1636000,0.0,0.0,GS
2023-12-12 00:00:00-05:00,344.79848618552734,347.3397536714393,343.00289950416897,345.97589111328125,1597600,0.0,0.0,GS
2023-12-13 00:00:00-05:00,346.2996710156245,356.02322454940634,344.98488581767657,355.9054870605469,2876500,0.0,0.0,GS
2023-12-14 00:00:00-05:00,359.6045571043676,378.9339272671509,358.1327785623306,376.2552795410156,5376300,0.0,0.0,GS
2023-12-15 00:00:00-05:00,373.03699605359776,378.63955805211407,372.18336928010854,373.3509826660156,4521600,0.0,0.0,GS
2023-12-18 00:00:00-05:00,374.08687650084465,375.5586550781369,368.8375269198201,369.31829833984375,2740900,0.0,0.0,GS
2023-12-19 00:00:00-05:00,368.93564772761033,376.54962846183474,367.50309503436097,375.2544860839844,2091800,0.0,0.0,GS
2023-12-20 00:00:00-05:00,373.5668641684162,377.8840755119918,370.1523269532742,370.417236328125,1836500,0.0,0.0,GS
2023-12-21 00:00:00-05:00,372.8996458195279,374.3125557461878,369.916862590725,373.4098815917969,1301600,0.0,0.0,GS
2023-12-22 00:00:00-05:00,374.8129183840571,376.2748754209939,372.2716511431964,373.4883117675781,1538200,0.0,0.0,GS
2023-12-26 00:00:00-05:00,373.4883374292097,375.4114530516197,372.89962000994615,374.4302673339844,837300,0.0,0.0,GS
2023-12-27 00:00:00-05:00,374.0280193156169,378.4924024940468,373.15474962659033,377.2463073730469,1367200,0.0,0.0,GS
2023-12-28 00:00:00-05:00,377.28552871556354,380.4645908641547,376.4122889804303,379.1399841308594,1024700,0.0,0.0,GS
2023-12-29 00:00:00-05:00,378.31580473771913,379.3656806986278,376.3534331966174,378.51202392578125,881300,0.0,0.0,GS
2024-01-02 00:00:00-05:00,375.7941126772208,381.81860708096684,374.9993546777366,380.994384765625,2263100,0.0,0.0,GS
2024-01-03 00:00:00-05:00,376.6575776303899,378.14896913979976,369.67154012005193,374.6069030761719,2265300,0.0,0.0,GS
2024-01-04 00:00:00-05:00,376.333774152235,379.8071800149428,374.76390094151725,375.7450866699219,1618300,0.0,0.0,GS
2024-01-05 00:00:00-05:00,374.73445450615503,382.14239453981236,373.910232170621,379.1694030761719,2913900,0.0,0.0,GS
2024-01-08 00:00:00-05:00,378.70827297166755,381.7597463445527,374.84239864109776,381.54388427734375,1902600,0.0,0.0,GS
2024-01-09 00:00:00-05:00,377.36403793551534,378.6886446603606,374.587265549915,376.52020263671875,1708800,0.0,0.0,GS
2024-01-10 00:00:00-05:00,374.1751727363781,375.8431704605663,371.4082218755697,374.773681640625,1547300,0.0,0.0,GS
2024-01-11 00:00:00-05:00,373.7238517636096,373.8121548872086,367.63066674456974,372.60528564453125,2209900,0.0,0.0,GS
2024-01-12 00:00:00-05:00,376.1277385196426,378.5905243124786,369.4949133258059,370.6429138183594,2223100,0.0,0.0,GS
2024-01-16 00:00:00-05:00,371.2413794297653,377.76628780353076,367.2774110562507,373.2920837402344,3926600,0.0,0.0,GS
2024-01-17 00:00:00-05:00,368.1408896259689,373.0468181660623,367.0910137319702,370.0836181640625,2415100,0.0,0.0,GS
2024-01-18 00:00:00-05:00,373.1743640913392,374.45974497511645,367.512933078768,369.8187255859375,1771200,0.0,0.0,GS
2024-01-19 00:00:00-05:00,369.64212890548873,376.0884967096042,365.0697995870475,375.00921630859375,2598700,0.0,0.0,GS
2024-01-22 00:00:00-05:00,379.0908630360192,385.3410406087498,377.3247408914862,378.6983947753906,2922700,0.0,0.0,GS
2024-01-23 00:00:00-05:00,372.8309639352207,376.1473465454418,371.5063572129206,373.6060791015625,3313300,0.0,0.0,GS
2024-01-24 00:00:00-05:00,374.6265019011593,377.3738098264445,372.0459787730822,372.2618408203125,2235800,0.0,0.0,GS
2024-01-25 00:00:00-05:00,375.48999545465813,379.43435158322603,374.82279629839746,375.49981689453125,2376300,0.0,0.0,GS
2024-01-26 00:00:00-05:00,371.5259647653665,373.73363262274563,369.6617178967065,370.6821594238281,3464700,0.0,0.0,GS
2024-01-29 00:00:00-05:00,368.8179341455123,373.6747857500161,367.1989536672643,373.4000549316406,1632300,0.0,0.0,GS
2024-01-30 00:00:00-05:00,376.77531041363557,380.62157154920914,374.410649273299,379.59130859375,3897900,0.0,0.0,GS
2024-01-31 00:00:00-05:00,378.73767567017717,386.4988580575603,376.48096056453267,376.7851257324219,3421100,0.0,0.0,GS
2024-02-01 00:00:00-05:00,377.1972178510812,382.21109243354726,371.6731374756046,376.6281433105469,2138500,0.0,0.0,GS
2024-02-02 00:00:00-05:00,374.61669997338396,381.4261313393604,373.4392950626872,380.56268310546875,2180900,0.0,0.0,GS
2024-02-05 00:00:00-05:00,377.3640414576594,378.08028788381915,373.8317668062408,375.8137512207031,2231100,0.0,0.0,GS
2024-02-06 00:00:00-05:00,375.8137669159915,379.542290848421,375.7941539800079,377.7467041015625,1487800,0.0,0.0,GS
2024-02-07 00:00:00-05:00,378.06064726603273,379.7875436232588,375.3035179349767,379.38525390625,1963200,0.0,0.0,GS
2024-02-08 00:00:00-05:00,378.73767572632806,380.80796315603635,374.16534682512736,377.7957458496094,1913700,0.0,0.0,GS
2024-02-09 00:00:00-05:00,377.53084092810377,378.865269156429,375.3918631190118,377.03045654296875,2028200,0.0,0.0,GS
2024-02-12 00:00:00-05:00,377.7565037943334,388.8929677520176,377.08930468833637,385.2527770996094,2797200,0.0,0.0,GS
2024-02-13 00:00:00-05:00,380.29779371125227,381.8382625756509,368.14091744095873,371.6241149902344,3030800,0.0,0.0,GS
